Time,Charleville Mall,Charleville Mall Cyclist IN,Charleville Mall Cyclist OUT,Clontarf - James Larkin Rd,Clontarf - James Larkin Rd Cyclist IN,Clontarf - James Larkin Rd Cyclist OUT,Clontarf - Pebble Beach Carpark,Clontarf - Pebble Beach Carpark Cyclist IN,Clontarf - Pebble Beach Carpark Cyclist OUT,Drumcondra Cyclists 1,Drumcondra Cyclists 1 Cyclist IN,Drumcondra Cyclists 1 Cyclist OUT,Drumcondra Cyclists 2,Drumcondra Cyclists 2 Cyclist IN,Drumcondra Cyclists 2 Cyclist OUT,Griffith Avenue Clare Rd,Griffith Avenue Clare Rd Cyclist In,Griffith Avenue Clare Rd Cyclist Out,Griffith Avenue Lane Side,Griffith Avenue Lane Side Cyclist In,Griffith Avenue Lane Side Cyclist Out,Grove Road Totem,Grove Road Totem OUT,Grove Road Totem IN,North Strand Rd N/B,North Strand Rd S/B,Richmond Street Inbound,Richmond Street Inbound Cyclist South,Richmond Street Inbound Cyclist North,Richmond Street Outbound,Richmond Street Outbound Cyclist North,Richmond Street Outbound Cyclist South
23/03/2025 14:00,0,0,0,61,29,32,101,57,44,0,0,0,0,0,0,15,15,0,14,14,0,91,53,38,37,0,,,,40,0,40
23/03/2025 15:00,0,0,0,86,40,46,99,46,53,0,0,0,0,0,0,13,13,0,12,12,0,89,38,51,63,0,,,,50,0,50
23/03/2025 16:00,0,0,0,61,27,34,80,45,35,0,0,0,0,0,0,10,10,0,11,11,0,95,50,45,62,0,,,,49,0,49
23/03/2025 17:00,0,0,0,40,23,17,61,35,26,0,0,0,0,0,0,10,10,0,4,4,0,107,47,60,40,0,,,,40,1,39
23/03/2025 18:00,0,0,0,31,21,10,55,32,23,0,0,0,0,0,0,12,12,0,14,14,0,126,55,71,50,0,,,,66,0,66
23/03/2025 19:00,0,0,0,20,9,11,36,17,19,0,0,0,0,0,0,19,19,0,9,9,0,115,58,57,49,0,,,,59,3,56
23/03/2025 20:00,0,0,0,10,4,6,18,10,8,0,0,0,0,0,0,6,6,0,4,4,0,75,44,31,45,0,,,,42,1,41
23/03/2025 21:00,0,0,0,6,3,3,8,3,5,0,0,0,0,0,0,4,4,0,5,5,0,46,30,16,28,0,,,,17,0,17
23/03/2025 22:00,0,0,0,3,1,2,8,3,5,0,0,0,0,0,0,2,2,0,3,3,0,116,59,57,49,0,,,,24,0,24
23/03/2025 23:00,0,0,0,4,1,3,3,1,2,0,0,0,0,0,0,2,2,0,2,2,0,41,24,17,20,0,,,,16,0,16
24/03/2025 00:00,0,0,0,1,0,1,4,1,3,0,0,0,0,0,0,1,1,0,0,0,0,7,7,0,12,0,,,,14,0,14
24/03/2025 01:00,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,6,0,,,,4,0,4
24/03/2025 02:00,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,3,0,,,,3,0,3
24/03/2025 03:00,0,0,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,8,0,,,,4,0,4
24/03/2025 04:00,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,3,0,,,,2,0,2
24/03/2025 05:00,0,0,0,4,2,2,6,2,4,0,0,0,0,0,0,4,4,0,6,6,0,37,1,36,4,0,,,,5,0,5
24/03/2025 06:00,0,0,0,31,25,6,32,27,5,0,0,0,0,0,0,9,9,0,4,4,0,116,26,90,15,0,,,,11,0,11
24/03/2025 07:00,0,0,0,68,53,15,100,72,28,0,0,0,0,0,0,20,20,0,20,20,0,322,74,248,48,0,,,,36,0,36
24/03/2025 08:00,0,0,0,105,82,23,164,130,34,0,0,0,0,0,0,61,61,0,96,96,0,638,77,561,38,0,,,,57,1,56
24/03/2025 09:00,0,0,0,41,25,16,61,40,21,0,0,0,0,0,0,17,17,0,27,27,0,230,45,185,37,0,,,,38,0,38
24/03/2025 10:00,0,0,0,67,38,29,85,40,45,0,0,0,0,0,0,12,12,0,17,17,0,86,22,64,30,0,,,,25,0,25
24/03/2025 11:00,0,0,0,71,30,41,87,33,54,0,0,0,0,0,0,12,12,0,14,14,0,83,29,54,31,0,,,,24,0,24
24/03/2025 12:00,0,0,0,74,43,31,95,51,44,0,0,0,0,0,0,19,19,0,13,13,0,91,34,57,54,0,,,,60,0,60
24/03/2025 13:00,0,0,0,84,31,53,112,48,64,0,0,0,0,0,0,16,16,0,17,17,0,117,59,58,76,0,,,,63,0,63
24/03/2025 14:00,0,0,0,72,33,39,86,47,39,0,0,0,0,0,0,19,19,0,14,14,0,114,57,57,67,0,,,,60,1,59
24/03/2025 15:00,0,0,0,62,27,35,109,47,62,0,0,0,0,0,0,47,47,0,25,25,0,145,79,66,107,0,,,,91,1,90
24/03/2025 16:00,0,0,0,104,49,55,147,51,96,0,0,0,0,0,0,41,41,0,21,21,0,259,160,99,212,0,,,,120,1,119
24/03/2025 17:00,0,0,0,141,43,98,223,68,155,0,0,0,0,0,0,34,34,0,33,33,0,452,332,120,357,0,,,,243,0,243
24/03/2025 18:00,0,0,0,139,38,101,203,59,144,0,0,0,0,0,0,30,30,0,21,21,0,342,215,127,241,0,,,,179,0,179
24/03/2025 19:00,0,0,0,46,20,26,69,29,40,0,0,0,0,0,0,19,19,0,17,17,0,177,126,51,68,0,,,,112,1,111
24/03/2025 20:00,0,0,0,28,12,16,47,16,31,0,0,0,0,0,0,11,11,0,5,5,0,110,69,41,82,0,,,,85,0,85
24/03/2025 21:00,0,0,0,11,3,8,23,8,15,0,0,0,0,0,0,8,8,0,5,5,0,81,59,22,45,0,,,,59,0,59
24/03/2025 22:00,0,0,0,4,1,3,9,2,7,0,0,0,0,0,0,8,8,0,3,3,0,56,36,20,50,0,,,,26,0,26
24/03/2025 23:00,0,0,0,3,0,3,6,2,4,0,0,0,0,0,0,1,1,0,0,0,0,29,17,12,14,0,,,,26,0,26
25/03/2025 00:00,0,0,0,1,0,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,0,14,10,4,9,0,,,,13,0,13
25/03/2025 01:00,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,1,4,0,,,,0,0,0
25/03/2025 02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,,,,3,0,3
25/03/2025 03:00,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,2,0,,,,2,0,2
25/03/2025 04:00,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,4,4,0,,,,3,0,3
25/03/2025 05:00,0,0,0,6,3,3,11,3,8,0,0,0,0,0,0,4,4,0,4,4,0,32,2,30,3,0,,,,2,0,2
25/03/2025 06:00,0,0,0,41,32,9,46,34,12,0,0,0,0,0,0,18,18,0,7,7,0,131,27,104,26,0,,,,13,0,13
25/03/2025 07:00,0,0,0,83,66,17,115,94,21,0,0,0,0,0,0,16,16,0,26,26,0,390,73,317,53,0,,,,32,1,31
25/03/2025 08:00,0,0,0,112,91,21,175,151,24,0,0,0,0,0,0,64,64,0,103,103,0,837,107,730,51,0,,,,59,1,58
25/03/2025 09:00,0,0,0,56,35,21,78,56,22,0,0,0,0,0,0,22,22,0,27,27,0,265,33,232,32,0,,,,33,2,31
25/03/2025 10:00,0,0,0,43,23,20,60,26,34,0,0,0,0,0,0,15,15,0,10,10,0,106,26,80,23,0,,,,32,0,32
25/03/2025 11:00,0,0,0,43,22,21,44,26,18,0,0,0,0,0,0,9,9,0,5,5,0,76,24,52,34,0,,,,43,0,43
25/03/2025 12:00,0,0,0,49,25,24,78,36,42,0,0,0,0,0,0,14,14,0,13,13,0,79,28,51,38,0,,,,51,2,49
25/03/2025 13:00,0,0,0,42,23,19,51,21,30,0,0,0,0,0,0,16,16,0,12,12,0,123,60,63,75,0,,,,68,0,68
25/03/2025 14:00,0,0,0,43,19,24,65,26,39,0,0,0,0,0,0,16,16,0,15,15,0,93,58,35,61,0,,,,66,0,66
25/03/2025 15:00,0,0,0,51,24,27,70,26,44,0,0,0,0,0,0,53,53,0,22,22,0,151,91,60,128,0,,,,62,0,62
25/03/2025 16:00,0,0,0,81,27,54,124,41,83,0,0,0,0,0,0,43,43,0,29,29,0,285,187,98,262,0,,,,153,2,151
25/03/2025 17:00,0,0,0,129,31,98,201,48,153,0,0,0,0,0,0,35,35,0,35,35,0,511,398,113,464,0,,,,226,1,225
25/03/2025 18:00,0,0,0,161,46,115,207,56,151,0,0,0,0,0,0,51,51,0,27,27,0,385,270,115,277,0,,,,163,2,161
25/03/2025 19:00,0,0,0,57,26,31,91,39,52,0,0,0,0,0,0,16,16,0,15,15,0,208,143,65,116,0,,,,116,2,114
25/03/2025 20:00,0,0,0,19,6,13,40,17,23,0,0,0,0,0,0,11,11,0,12,12,0,151,101,50,78,0,,,,59,0,59
25/03/2025 21:00,0,0,0,11,5,6,26,8,18,0,0,0,0,0,0,14,14,0,10,10,0,90,50,40,58,0,,,,68,0,68
25/03/2025 22:00,0,0,0,7,5,2,16,2,14,0,0,0,0,0,0,7,7,0,4,4,0,75,51,24,42,0,,,,55,0,55
25/03/2025 23:00,0,0,0,2,1,1,6,2,4,0,0,0,0,0,0,1,1,0,3,3,0,34,26,8,27,0,,,,31,0,31
26/03/2025 00:00,0,0,0,1,1,0,4,3,1,0,0,0,0,0,0,1,1,0,0,0,0,12,6,6,15,0,,,,14,0,14
26/03/2025 01:00,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,7,5,2,8,0,,,,2,0,2
26/03/2025 02:00,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,3,0,,,,5,0,5
26/03/2025 03:00,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,3,0,,,,2,0,2
26/03/2025 04:00,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,1,6,4,0,,,,3,0,3
26/03/2025 05:00,0,0,0,5,3,2,9,5,4,0,0,0,0,0,0,5,5,0,4,4,0,36,7,29,6,0,,,,7,0,7
26/03/2025 06:00,0,0,0,30,23,7,46,36,10,0,0,0,0,0,0,15,15,0,9,9,0,153,33,120,19,0,,,,14,0,14
26/03/2025 07:00,0,0,0,80,65,15,107,89,18,0,0,0,0,0,0,17,17,0,34,34,0,379,78,301,45,0,,,,34,1,33
26/03/2025 08:00,0,0,0,110,87,23,176,142,34,0,0,0,0,0,0,54,54,0,88,88,0,777,87,690,54,0,,,,59,0,59
26/03/2025 09:00,0,0,0,56,28,28,104,57,47,0,0,0,0,0,0,22,22,0,29,29,0,292,48,244,49,0,,,,30,1,29
26/03/2025 10:00,0,0,0,58,24,34,66,31,35,0,0,0,0,0,0,12,12,0,19,19,0,100,30,70,27,0,,,,50,0,50
26/03/2025 11:00,0,0,0,72,39,33,96,51,45,0,0,0,0,0,0,13,13,0,14,14,0,89,24,65,34,0,,,,35,1,34
26/03/2025 12:00,0,0,0,69,27,42,100,43,57,0,0,0,0,0,0,20,20,0,15,15,0,110,51,59,54,0,,,,79,0,79
26/03/2025 13:00,0,0,0,61,32,29,83,37,46,0,0,0,0,0,0,25,25,0,21,21,0,117,55,62,91,0,,,,70,1,69
26/03/2025 14:00,0,0,0,48,23,25,71,34,37,0,0,0,0,0,0,20,20,0,16,16,0,94,58,36,77,0,,,,60,0,60
26/03/2025 15:00,0,0,0,44,17,27,75,25,50,0,0,0,0,0,0,53,53,0,30,30,0,175,105,70,101,0,,,,75,1,74
26/03/2025 16:00,0,0,0,61,14,47,94,28,66,0,0,0,0,0,0,27,27,0,27,27,0,285,191,94,200,0,,,,126,2,124
26/03/2025 17:00,0,0,0,108,32,76,183,47,136,0,0,0,0,0,0,54,54,0,34,34,0,476,354,122,449,0,,,,192,0,192
26/03/2025 18:00,0,0,0,102,35,67,177,58,119,0,0,0,0,0,0,40,40,0,22,22,0,390,285,105,273,0,,,,142,0,142
26/03/2025 19:00,0,0,0,57,16,41,79,23,56,0,0,0,0,0,0,23,23,0,16,16,0,209,128,81,150,0,,,,110,0,110
26/03/2025 20:00,0,0,0,37,19,18,50,22,28,0,0,0,0,0,0,8,8,0,10,10,0,163,98,65,99,0,,,,79,0,79
26/03/2025 21:00,0,0,0,16,9,7,32,15,17,0,0,0,0,0,0,14,14,0,8,8,0,103,65,38,57,0,,,,58,1,57
26/03/2025 22:00,0,0,0,12,4,8,15,2,13,0,0,0,0,0,0,7,7,0,3,3,0,66,42,24,68,0,,,,39,0,39
26/03/2025 23:00,0,0,0,4,2,2,7,1,6,0,0,0,0,0,0,4,4,0,3,3,0,27,21,6,28,0,,,,28,0,28
27/03/2025 00:00,0,0,0,1,0,1,7,3,4,0,0,0,0,0,0,1,1,0,1,1,0,22,16,6,14,0,,,,22,0,22
27/03/2025 01:00,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,9,2,6,0,,,,2,0,2
27/03/2025 02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5,4,1,4,0,,,,3,0,3
27/03/2025 03:00,0,0,0,1,1,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,1,4,3,0,,,,3,0,3
27/03/2025 04:00,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,2,6,2,0,,,,2,0,2
27/03/2025 05:00,0,0,0,5,3,2,7,3,4,0,0,0,0,0,0,2,2,0,5,5,0,36,6,30,6,0,,,,5,0,5
27/03/2025 06:00,0,0,0,35,24,11,42,31,11,0,0,0,0,0,0,17,17,0,6,6,0,131,26,105,14,0,,,,10,0,10
27/03/2025 07:00,0,0,0,84,74,10,122,101,21,0,0,0,0,0,0,19,19,0,42,42,0,304,53,251,40,0,,,,30,0,30
27/03/2025 08:00,0,0,0,104,83,21,162,127,35,0,0,0,0,0,0,46,46,0,94,94,0,757,107,650,49,0,,,,45,0,45
27/03/2025 09:00,0,0,0,60,35,25,73,43,30,0,0,0,0,0,0,25,25,0,17,17,0,248,44,204,39,0,,,,19,0,19
27/03/2025 10:00,0,0,0,43,22,21,65,31,34,0,0,0,0,0,0,15,15,0,11,11,0,90,23,67,31,0,,,,36,0,36
27/03/2025 11:00,0,0,0,38,22,16,63,34,29,0,0,0,0,0,0,13,13,0,8,8,0,88,32,56,46,0,,,,30,1,29
27/03/2025 12:00,0,0,0,34,16,18,50,20,30,0,0,0,0,0,0,15,15,0,14,14,0,113,53,60,60,0,,,,57,1,56
27/03/2025 13:00,0,0,0,44,21,23,50,21,29,0,0,0,0,0,0,25,25,0,7,7,0,127,58,69,63,0,,,,83,0,83
27/03/2025 14:00,0,0,0,23,4,19,41,8,33,0,0,0,0,0,0,13,13,0,8,8,0,120,64,56,82,0,,,,75,0,75
27/03/2025 15:00,0,0,0,26,9,17,50,18,32,0,0,0,0,0,0,37,37,0,19,19,0,143,92,51,103,0,,,,81,1,80
27/03/2025 16:00,0,0,0,41,14,27,82,26,56,0,0,0,0,0,0,39,39,0,36,36,0,276,191,85,219,0,,,,118,0,118
27/03/2025 17:00,0,0,0,57,12,45,122,16,106,0,0,0,0,0,0,34,34,0,39,39,0,463,332,131,354,0,,,,219,1,218
27/03/2025 18:00,0,0,0,58,19,39,109,27,82,0,0,0,0,0,0,41,41,0,17,17,0,301,217,84,230,0,,,,112,0,112
27/03/2025 19:00,0,0,0,19,5,14,40,11,29,0,0,0,0,0,0,25,25,0,9,9,0,189,112,77,108,0,,,,65,0,65
27/03/2025 20:00,0,0,0,14,4,10,31,8,23,0,0,0,0,0,0,15,15,0,12,12,0,136,83,53,104,0,,,,47,0,47
27/03/2025 21:00,0,0,0,5,2,3,16,4,12,0,0,0,0,0,0,7,7,0,2,2,0,103,67,36,72,0,,,,60,1,59
27/03/2025 22:00,0,0,0,6,3,3,7,0,7,0,0,0,0,0,0,3,3,0,4,4,0,80,55,25,50,0,,,,35,0,35
27/03/2025 23:00,0,0,0,3,1,2,13,4,9,0,0,0,0,0,0,2,2,0,0,0,0,40,31,9,39,0,,,,32,0,32
28/03/2025 00:00,0,0,0,1,0,1,6,1,5,0,0,0,0,0,0,0,0,0,1,1,0,13,10,3,21,0,,,,24,0,24
28/03/2025 01:00,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,4,5,0,,,,6,0,6
28/03/2025 02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,1,10,0,,,,6,0,6
28/03/2025 03:00,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,1,1,0,1,1,0,3,0,3,8,0,,,,5,0,5
28/03/2025 04:00,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,9,5,4,2,0,,,,7,0,7
28/03/2025 05:00,0,0,0,6,2,4,9,4,5,0,0,0,0,0,0,3,3,0,7,7,0,29,2,27,5,0,,,,4,0,4
28/03/2025 06:00,0,0,0,18,14,4,30,17,13,0,0,0,0,0,0,10,10,0,6,6,0,103,28,75,16,0,,,,11,0,11
28/03/2025 07:00,0,0,0,47,39,8,76,51,25,0,0,0,0,0,0,12,12,0,16,16,0,246,53,193,35,0,,,,26,0,26
28/03/2025 08:00,0,0,0,70,51,19,126,86,40,0,0,0,0,0,0,43,43,0,62,62,0,418,66,352,44,0,,,,53,0,53
28/03/2025 09:00,0,0,0,34,19,15,54,31,23,0,0,0,0,0,0,13,13,0,15,15,0,192,38,154,34,0,,,,40,0,40
28/03/2025 10:00,0,0,0,38,19,19,39,17,22,0,0,0,0,0,0,13,13,0,12,12,0,95,30,65,27,0,,,,40,1,39
28/03/2025 11:00,0,0,0,34,18,16,44,22,22,0,0,0,0,0,0,7,7,0,9,9,0,91,38,53,27,0,,,,34,0,34
28/03/2025 12:00,0,0,0,41,19,22,54,24,30,0,0,0,0,0,0,16,16,0,7,7,0,108,50,58,59,0,,,,57,0,57
28/03/2025 13:00,0,0,0,20,9,11,37,20,17,0,0,0,0,0,0,19,19,0,20,20,0,120,58,62,70,0,,,,85,0,85
28/03/2025 14:00,0,0,0,21,5,16,29,11,18,0,0,0,0,0,0,22,22,0,18,18,0,135,70,65,81,0,,,,80,1,79
28/03/2025 15:00,0,0,0,24,8,16,37,15,22,0,0,0,0,0,0,22,22,0,13,13,0,159,99,60,102,0,,,,111,0,111
28/03/2025 16:00,0,0,0,29,7,22,44,6,38,0,0,0,0,0,0,26,26,0,11,11,0,203,126,77,157,0,,,,109,1,108
28/03/2025 17:00,0,0,0,53,12,41,97,24,73,0,0,0,0,0,0,24,24,0,24,24,0,270,164,106,214,0,,,,153,0,153
28/03/2025 18:00,0,0,0,49,16,33,76,24,52,0,0,0,0,0,0,23,23,0,20,20,0,217,144,73,149,0,,,,103,0,103
28/03/2025 19:00,0,0,0,31,18,13,50,30,20,0,0,0,0,0,0,16,16,0,8,8,0,133,81,52,93,0,,,,66,1,65
28/03/2025 20:00,0,0,0,14,5,9,29,14,15,0,0,0,0,0,0,12,12,0,10,10,0,120,64,56,56,0,,,,77,1,76
28/03/2025 21:00,0,0,0,7,3,4,21,11,10,0,0,0,0,0,0,15,15,0,12,12,0,78,47,31,40,0,,,,52,0,52
28/03/2025 22:00,0,0,0,8,3,5,15,4,11,0,0,0,0,0,0,5,5,0,9,9,0,68,46,22,42,0,,,,28,0,28
28/03/2025 23:00,0,0,0,1,0,1,11,2,9,0,0,0,0,0,0,2,2,0,0,0,0,63,40,23,43,0,,,,26,0,26
29/03/2025 00:00,0,0,0,0,0,0,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,19,10,9,29,0,,,,33,0,33
29/03/2025 01:00,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,1,1,0,0,0,0,21,15,6,17,0,,,,11,0,11
29/03/2025 02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,8,6,2,12,0,,,,10,0,10
29/03/2025 03:00,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,1,0,0,0,0,12,6,6,13,0,,,,5,0,5
29/03/2025 04:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,7,0,,,,4,0,4
29/03/2025 05:00,0,0,0,2,1,1,5,4,1,0,0,0,0,0,0,2,2,0,2,2,0,8,3,5,5,0,,,,3,0,3
29/03/2025 06:00,0,0,0,11,3,8,12,3,9,0,0,0,0,0,0,5,5,0,2,2,0,25,10,15,13,0,,,,5,0,5
29/03/2025 07:00,0,0,0,40,19,21,38,18,20,0,0,0,0,0,0,2,2,0,6,6,0,46,16,30,9,0,,,,18,0,18
29/03/2025 08:00,0,0,0,82,33,49,100,41,59,0,0,0,0,0,0,6,6,0,4,4,0,54,16,38,20,0,,,,23,1,22
29/03/2025 09:00,0,0,0,90,42,48,119,56,63,0,0,0,0,0,0,17,17,0,12,12,0,93,39,54,14,0,,,,18,0,18
29/03/2025 10:00,0,0,0,91,50,41,126,60,66,0,0,0,0,0,0,10,10,0,15,15,0,76,21,55,35,0,,,,32,0,32
29/03/2025 11:00,0,0,0,64,33,31,124,62,62,0,0,0,0,0,0,16,16,0,9,9,0,94,32,62,38,0,,,,48,1,47
29/03/2025 12:00,0,0,0,64,37,27,92,51,41,0,0,0,0,0,0,15,15,0,16,16,0,98,38,60,50,0,,,,42,1,41
29/03/2025 13:00,0,0,0,66,38,28,77,43,34,0,0,0,0,0,0,11,11,0,11,11,0,112,49,63,59,0,,,,68,2,66
29/03/2025 14:00,0,0,0,47,27,20,54,25,29,0,0,0,0,0,0,8,8,0,10,10,0,92,40,52,59,0,,,,61,0,61
29/03/2025 15:00,0,0,0,35,20,15,58,34,24,0,0,0,0,0,0,14,14,0,8,8,0,94,38,56,47,0,,,,63,0,63
29/03/2025 16:00,0,0,0,32,12,20,43,25,18,0,0,0,0,0,0,12,12,0,6,6,0,74,36,38,39,0,,,,72,0,72
29/03/2025 17:00,0,0,0,20,14,6,43,24,19,0,0,0,0,0,0,6,6,0,5,5,0,97,63,34,70,0,,,,65,0,65
29/03/2025 18:00,0,0,0,23,9,14,36,12,24,0,0,0,0,0,0,8,8,0,7,7,0,91,45,46,64,0,,,,58,0,58
29/03/2025 19:00,0,0,0,20,12,8,36,18,18,0,0,0,0,0,0,10,10,0,6,6,0,75,28,47,50,0,,,,40,0,40
29/03/2025 20:00,0,0,0,7,4,3,30,19,11,0,0,0,0,0,0,5,5,0,7,7,0,73,44,29,35,0,,,,42,0,42
29/03/2025 21:00,0,0,0,8,4,4,25,12,13,0,0,0,0,0,0,4,4,0,5,5,0,60,39,21,35,0,,,,28,0,28
29/03/2025 22:00,0,0,0,5,3,2,11,3,8,0,0,0,0,0,0,2,2,0,2,2,0,43,22,21,40,0,,,,13,1,12
29/03/2025 23:00,0,0,0,8,4,4,18,8,10,0,0,0,0,0,0,7,7,0,3,3,0,38,23,15,40,0,,,,18,0,18
30/03/2025 00:00,0,0,0,4,2,2,9,4,5,0,0,0,0,0,0,2,2,0,3,3,0,22,15,7,22,0,,,,30,0,30
30/03/2025 02:00,0,0,0,,,,,,,0,0,0,,,,,,,,,,,,,,0,,,,,,
30/03/2025 02:00,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,15,13,2,15,0,,,,5,0,5
30/03/2025 03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,3,11,0,,,,16,0,16
30/03/2025 04:00,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,2,2,0,8,7,1,12,0,,,,8,0,8
30/03/2025 05:00,0,0,0,6,3,3,6,2,4,0,0,0,0,0,0,1,1,0,1,1,0,10,6,4,5,0,,,,2,0,2
30/03/2025 06:00,0,0,0,3,2,1,4,3,1,0,0,0,0,0,0,1,1,0,0,0,0,20,8,12,8,0,,,,4,0,4
30/03/2025 07:00,0,0,0,20,8,12,31,14,17,0,0,0,0,0,0,3,3,0,6,6,0,44,11,33,9,0,,,,11,0,11
30/03/2025 08:00,0,0,0,51,25,26,61,28,33,0,0,0,0,0,0,7,7,0,14,14,0,50,16,34,27,0,,,,20,1,19
30/03/2025 09:00,0,0,0,21,14,7,29,18,11,0,0,0,0,0,0,37,37,0,20,20,0,68,16,52,54,0,,,,19,0,19
30/03/2025 10:00,0,0,0,1,0,1,15,10,5,0,0,0,0,0,0,24,24,0,16,16,0,73,25,48,46,0,,,,19,0,19
30/03/2025 11:00,0,0,0,83,49,34,27,18,9,0,0,0,0,0,0,26,26,0,24,24,0,105,31,74,72,0,,,,35,0,35
30/03/2025 12:00,0,0,0,121,54,67,165,73,92,0,0,0,0,0,0,33,33,0,35,35,0,126,49,77,73,0,,,,54,0,54
30/03/2025 13:00,0,0,0,133,58,75,220,83,137,0,0,0,0,0,0,26,26,0,31,31,0,104,34,70,71,0,,,,39,0,39
30/03/2025 14:00,0,0,0,134,59,75,213,95,118,0,0,0,0,0,0,27,27,0,26,26,0,100,44,56,64,0,,,,60,1,59
30/03/2025 15:00,0,0,0,139,81,58,209,100,109,0,0,0,0,0,0,15,15,0,17,17,0,105,40,65,66,0,,,,44,0,44
30/03/2025 16:00,0,0,0,142,79,63,184,92,92,0,0,0,0,0,0,15,15,0,20,20,0,119,59,60,58,0,,,,74,1,73
30/03/2025 17:00,0,0,0,98,50,48,163,97,66,0,0,0,0,0,0,17,17,0,13,13,0,114,52,62,79,0,,,,66,1,65
30/03/2025 18:00,0,0,0,103,56,47,153,81,72,0,0,0,0,0,0,20,20,0,8,8,0,110,67,43,75,0,,,,78,1,77
30/03/2025 19:00,0,0,0,52,28,24,98,58,40,0,0,0,0,0,0,8,8,0,13,13,0,120,63,57,57,0,,,,79,0,79
30/03/2025 20:00,0,0,0,28,18,10,36,20,16,0,0,0,0,0,0,10,10,0,5,5,0,87,46,41,40,0,,,,49,0,49
30/03/2025 21:00,0,0,0,9,3,6,25,11,14,0,0,0,0,0,0,5,5,0,6,6,0,68,40,28,39,0,,,,46,1,45
30/03/2025 22:00,0,0,0,11,8,3,19,10,9,0,0,0,0,0,0,1,1,0,5,5,0,47,31,16,16,0,,,,26,1,25
30/03/2025 23:00,0,0,0,2,0,2,8,4,4,0,0,0,0,0,0,1,1,0,1,1,0,26,15,11,22,0,,,,21,0,21
31/03/2025 00:00,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,12,2,9,0,,,,16,2,14
31/03/2025 01:00,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,3,0,1,1,0,5,4,1,5,0,,,,0,0,0
31/03/2025 02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,2,6,0,,,,4,0,4
31/03/2025 03:00,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,,,,1,0,1
31/03/2025 04:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,8,2,6,2,0,,,,4,0,4
31/03/2025 05:00,0,0,0,4,2,2,5,3,2,0,0,0,0,0,0,2,2,0,3,3,0,31,6,25,3,0,,,,4,0,4
31/03/2025 06:00,0,0,0,20,16,4,27,21,6,0,0,0,0,0,0,12,12,0,7,7,0,108,21,87,21,0,,,,10,0,10
31/03/2025 07:00,0,0,0,62,53,9,83,72,11,0,0,0,0,0,0,14,14,0,23,23,0,272,62,210,34,0,,,,25,0,25
31/03/2025 08:00,0,0,0,100,83,17,135,110,25,0,0,0,0,0,0,54,54,0,96,96,0,628,89,539,54,0,,,,64,0,64
